Use,Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValue in 1000 USD
Cladding tube,S4,KOR,69987,"Korea, Rep.",JPN,Japan,2015,Import,5,57.69
Cladding tube,S4,KOR,69987,"Korea, Rep.",JPN,Japan,2016,Import,5,82.829
Cladding tube,S4,KOR,69987,"Korea, Rep.",JPN,Japan,2017,Import,5,30.298
Cladding tube,S4,KOR,69987,"Korea, Rep.",JPN,Japan,2018,Import,5,57.493
Cladding tube,S4,KOR,69987,"Korea, Rep.",JPN,Japan,2019,Import,5,128.647
Cladding tube,S4,KOR,69987,"Korea, Rep.",JPN,Japan,2020,Import,5,17.137
Cladding tube,S4,KOR,69987,"Korea, Rep.",JPN,Japan,2021,Import,5,30.328
Cladding tube,S4,KOR,69987,"Korea, Rep.",LTU,Lithuania,2018,Import,5,0.569
Cladding tube,S4,KOR,69987,"Korea, Rep.",LTU,Lithuania,2020,Import,5,0.223
Cladding tube,S4,KOR,69987,"Korea, Rep.",MEX,Mexico,2016,Import,5,3.657
Cladding tube,S4,KOR,69987,"Korea, Rep.",MEX,Mexico,2017,Import,5,11.117
Cladding tube,S4,KOR,69987,"Korea, Rep.",MEX,Mexico,2018,Import,5,11.51
Cladding tube,S4,KOR,69987,"Korea, Rep.",MNG,Mongolia,2015,Import,5,0.337
Cladding tube,S4,KOR,69987,"Korea, Rep.",MNG,Mongolia,2016,Import,5,0.171
Cladding tube,S4,KOR,69987,"Korea, Rep.",MYS,Malaysia,2016,Import,5,0.57
Cladding tube,S4,KOR,69987,"Korea, Rep.",MYS,Malaysia,2017,Import,5,0.235
Cladding tube,S4,KOR,69987,"Korea, Rep.",NLD,Netherlands,2018,Import,5,1.112
Cladding tube,S4,KOR,69987,"Korea, Rep.",NLD,Netherlands,2020,Import,5,2.238
Cladding tube,S4,KOR,69987,"Korea, Rep.",OAS,"Other Asia, nes",2016,Import,5,0.887
Cladding tube,S4,KOR,69987,"Korea, Rep.",PAK,Pakistan,2017,Import,5,0.455
Cladding tube,S4,KOR,69987,"Korea, Rep.",RUS,Russian Federation,2017,Import,5,354.5
Cladding tube,S4,KOR,69987,"Korea, Rep.",RUS,Russian Federation,2018,Import,5,58.077
Cladding tube,S4,KOR,69987,"Korea, Rep.",RUS,Russian Federation,2019,Import,5,197.365
Cladding tube,S4,KOR,69987,"Korea, Rep.",RUS,Russian Federation,2020,Import,5,1391.648
Cladding tube,S4,KOR,69987,"Korea, Rep.",RUS,Russian Federation,2021,Import,5,7442.66
Cladding tube,S4,KOR,69987,"Korea, Rep.",SGP,Singapore,2017,Import,5,7.897
Cladding tube,S4,KOR,69987,"Korea, Rep.",SGP,Singapore,2018,Import,5,11.053
Cladding tube,S4,KOR,69987,"Korea, Rep.",SGP,Singapore,2021,Import,5,1.293
Cladding tube,S4,KOR,69987,"Korea, Rep.",SWE,Sweden,2017,Import,5,1686.923
Cladding tube,S4,KOR,69987,"Korea, Rep.",SWE,Sweden,2018,Import,5,700.661
Cladding tube,S4,KOR,69987,"Korea, Rep.",SWE,Sweden,2019,Import,5,43.367
Cladding tube,S4,KOR,69987,"Korea, Rep.",SWE,Sweden,2020,Import,5,2.349
Cladding tube,S4,KOR,69987,"Korea, Rep.",SWE,Sweden,2021,Import,5,285.05
Cladding tube,S4,KOR,69987,"Korea, Rep.",USA,United States,2015,Import,5,27264.437
Cladding tube,S4,KOR,69987,"Korea, Rep.",USA,United States,2016,Import,5,28006.039
Cladding tube,S4,KOR,69987,"Korea, Rep.",USA,United States,2017,Import,5,32618.396
Cladding tube,S4,KOR,69987,"Korea, Rep.",USA,United States,2018,Import,5,24924.115
Cladding tube,S4,KOR,69987,"Korea, Rep.",USA,United States,2019,Import,5,18418.539
Cladding tube,S4,KOR,69987,"Korea, Rep.",USA,United States,2020,Import,5,19774.67
Cladding tube,S4,KOR,69987,"Korea, Rep.",USA,United States,2021,Import,5,37308.664
Cladding tube,S4,KOR,69987,"Korea, Rep.",ZAF,South Africa,2019,Import,5,0.035
Cladding tube,S4,KOR,69993,"Korea, Rep.",AND,Andorra,2020,Import,5,0.37
Cladding tube,S4,KOR,69993,"Korea, Rep.",ARE,United Arab Emirates,2019,Import,5,0.725
Cladding tube,S4,KOR,69993,"Korea, Rep.",AUT,Austria,2015,Import,5,165.763
Cladding tube,S4,KOR,69993,"Korea, Rep.",AUT,Austria,2016,Import,5,113.837
Cladding tube,S4,KOR,69993,"Korea, Rep.",AUT,Austria,2017,Import,5,209.017
Cladding tube,S4,KOR,69993,"Korea, Rep.",AUT,Austria,2018,Import,5,197.275
Cladding tube,S4,KOR,69993,"Korea, Rep.",AUT,Austria,2019,Import,5,97.145
Cladding tube,S4,KOR,69993,"Korea, Rep.",AUT,Austria,2020,Import,5,332.448
Cladding tube,S4,KOR,69993,"Korea, Rep.",AUT,Austria,2021,Import,5,262.482
Cladding tube,S4,KOR,69993,"Korea, Rep.",BEL,Belgium,2021,Import,5,4.596
Cladding tube,S4,KOR,69993,"Korea, Rep.",CAN,Canada,2017,Import,5,1.7
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHE,Switzerland,2015,Import,5,103.138
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHE,Switzerland,2016,Import,5,80.866
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHE,Switzerland,2017,Import,5,94.171
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHE,Switzerland,2018,Import,5,50.927
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHE,Switzerland,2019,Import,5,23.021
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHE,Switzerland,2020,Import,5,11.956
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHE,Switzerland,2021,Import,5,11.2
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHN,China,2015,Import,5,3011.856
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHN,China,2016,Import,5,7781.297
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHN,China,2017,Import,5,9647.584
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHN,China,2018,Import,5,9612.827
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHN,China,2019,Import,5,14368.931
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHN,China,2020,Import,5,13688.378
Cladding tube,S4,KOR,69993,"Korea, Rep.",CHN,China,2021,Import,5,12967.587
Cladding tube,S4,KOR,69993,"Korea, Rep.",CZE,Czech Republic,2016,Import,5,3.993
Cladding tube,S4,KOR,69993,"Korea, Rep.",DEU,Germany,2015,Import,5,25.79
Cladding tube,S4,KOR,69993,"Korea, Rep.",DEU,Germany,2016,Import,5,13.731
Cladding tube,S4,KOR,69993,"Korea, Rep.",DEU,Germany,2017,Import,5,13.545
Cladding tube,S4,KOR,69993,"Korea, Rep.",DEU,Germany,2018,Import,5,19.704
Cladding tube,S4,KOR,69993,"Korea, Rep.",DEU,Germany,2019,Import,5,50.263
Cladding tube,S4,KOR,69993,"Korea, Rep.",DEU,Germany,2020,Import,5,33.923
Cladding tube,S4,KOR,69993,"Korea, Rep.",DEU,Germany,2021,Import,5,26.678
Cladding tube,S4,KOR,69993,"Korea, Rep.",DNK,Denmark,2015,Import,5,18.21
Cladding tube,S4,KOR,69993,"Korea, Rep.",DNK,Denmark,2016,Import,5,14.167
Cladding tube,S4,KOR,69993,"Korea, Rep.",DNK,Denmark,2017,Import,5,17.796
Cladding tube,S4,KOR,69993,"Korea, Rep.",DNK,Denmark,2018,Import,5,12.78
Cladding tube,S4,KOR,69993,"Korea, Rep.",DNK,Denmark,2019,Import,5,16.328
Cladding tube,S4,KOR,69993,"Korea, Rep.",DNK,Denmark,2020,Import,5,10.634
Cladding tube,S4,KOR,69993,"Korea, Rep.",DNK,Denmark,2021,Import,5,20.358
Cladding tube,S4,KOR,69993,"Korea, Rep.",FIN,Finland,2021,Import,5,21.893
Cladding tube,S4,KOR,69993,"Korea, Rep.",FRA,France,2015,Import,5,51.628
Cladding tube,S4,KOR,69993,"Korea, Rep.",FRA,France,2016,Import,5,23.017
Cladding tube,S4,KOR,69993,"Korea, Rep.",FRA,France,2017,Import,5,47.093
Cladding tube,S4,KOR,69993,"Korea, Rep.",FRA,France,2018,Import,5,95.673
Cladding tube,S4,KOR,69993,"Korea, Rep.",FRA,France,2019,Import,5,113.258
Cladding tube,S4,KOR,69993,"Korea, Rep.",FRA,France,2020,Import,5,141.346
Cladding tube,S4,KOR,69993,"Korea, Rep.",FRA,France,2021,Import,5,131.922
Cladding tube,S4,KOR,69993,"Korea, Rep.",GBR,United Kingdom,2015,Import,5,10.331
Cladding tube,S4,KOR,69993,"Korea, Rep.",GBR,United Kingdom,2016,Import,5,11.755
Cladding tube,S4,KOR,69993,"Korea, Rep.",GBR,United Kingdom,2017,Import,5,24.964
Cladding tube,S4,KOR,69993,"Korea, Rep.",GBR,United Kingdom,2018,Import,5,6.985
Cladding tube,S4,KOR,69993,"Korea, Rep.",GBR,United Kingdom,2019,Import,5,20.003
Cladding tube,S4,KOR,69993,"Korea, Rep.",GBR,United Kingdom,2020,Import,5,8.708
Cladding tube,S4,KOR,69993,"Korea, Rep.",GBR,United Kingdom,2021,Import,5,25.239
Cladding tube,S4,KOR,69993,"Korea, Rep.",GHA,Ghana,2019,Import,5,0.061
Cladding tube,S4,KOR,69993,"Korea, Rep.",HKG,"Hong Kong, China",2015,Import,5,24.864
Cladding tube,S4,KOR,69993,"Korea, Rep.",HKG,"Hong Kong, China",2016,Import,5,1.718
Cladding tube,S4,KOR,69993,"Korea, Rep.",HKG,"Hong Kong, China",2017,Import,5,0.64
Cladding tube,S4,KOR,69993,"Korea, Rep.",HKG,"Hong Kong, China",2018,Import,5,5.175
Cladding tube,S4,KOR,69993,"Korea, Rep.",HKG,"Hong Kong, China",2019,Import,5,17.04
Cladding tube,S4,KOR,69993,"Korea, Rep.",HKG,"Hong Kong, China",2020,Import,5,45.408
Cladding tube,S4,KOR,69993,"Korea, Rep.",HKG,"Hong Kong, China",2021,Import,5,43.964
Cladding tube,S4,KOR,69993,"Korea, Rep.",IND,India,2019,Import,5,0.465
Cladding tube,S4,KOR,69993,"Korea, Rep.",IND,India,2020,Import,5,0.79
Cladding tube,S4,KOR,69993,"Korea, Rep.",ITA,Italy,2021,Import,5,0.401
Cladding tube,S4,KOR,69993,"Korea, Rep.",JPN,Japan,2015,Import,5,13025.664
Cladding tube,S4,KOR,69993,"Korea, Rep.",JPN,Japan,2016,Import,5,13075.07
Cladding tube,S4,KOR,69993,"Korea, Rep.",JPN,Japan,2017,Import,5,16388.204
Cladding tube,S4,KOR,69993,"Korea, Rep.",JPN,Japan,2018,Import,5,22977.232
Cladding tube,S4,KOR,69993,"Korea, Rep.",JPN,Japan,2019,Import,5,19281.564
Cladding tube,S4,KOR,69993,"Korea, Rep.",JPN,Japan,2020,Import,5,20168.785
Cladding tube,S4,KOR,69993,"Korea, Rep.",JPN,Japan,2021,Import,5,24261.138
Cladding tube,S4,KOR,69993,"Korea, Rep.",KAZ,Kazakhstan,2017,Import,5,11.877
Cladding tube,S4,KOR,69993,"Korea, Rep.",KAZ,Kazakhstan,2018,Import,5,6.366
Cladding tube,S4,KOR,69993,"Korea, Rep.",KAZ,Kazakhstan,2019,Import,5,0.065
Cladding tube,S4,KOR,69993,"Korea, Rep.",KNA,St. Kitts and Nevis,2020,Import,5,0.912
Cladding tube,S4,KOR,69993,"Korea, Rep.",LTU,Lithuania,2021,Import,5,0.384
Cladding tube,S4,KOR,69993,"Korea, Rep.",MAC,Macao,2018,Import,5,144.0
Cladding tube,S4,KOR,69993,"Korea, Rep.",NLD,Netherlands,2019,Import,5,1.582
Cladding tube,S4,KOR,69993,"Korea, Rep.",NLD,Netherlands,2020,Import,5,3.65
Cladding tube,S4,KOR,69993,"Korea, Rep.",NLD,Netherlands,2021,Import,5,3.681
Cladding tube,S4,KOR,69993,"Korea, Rep.",OAS,"Other Asia, nes",2015,Import,5,202.903
Cladding tube,S4,KOR,69993,"Korea, Rep.",OAS,"Other Asia, nes",2016,Import,5,5.0
Cladding tube,S4,KOR,69993,"Korea, Rep.",OAS,"Other Asia, nes",2017,Import,5,136.816
Cladding tube,S4,KOR,69993,"Korea, Rep.",OAS,"Other Asia, nes",2018,Import,5,78.037
Cladding tube,S4,KOR,69993,"Korea, Rep.",OAS,"Other Asia, nes",2019,Import,5,142.339
Cladding tube,S4,KOR,69993,"Korea, Rep.",OAS,"Other Asia, nes",2020,Import,5,12.081
Cladding tube,S4,KOR,69993,"Korea, Rep.",OAS,"Other Asia, nes",2021,Import,5,3.051
Cladding tube,S4,KOR,69993,"Korea, Rep.",PHL,Philippines,2018,Import,5,1.035
Cladding tube,S4,KOR,69993,"Korea, Rep.",PHL,Philippines,2020,Import,5,0.029
Cladding tube,S4,KOR,69993,"Korea, Rep.",PHL,Philippines,2021,Import,5,0.03
Cladding tube,S4,KOR,69993,"Korea, Rep.",SGP,Singapore,2015,Import,5,55.58
Cladding tube,S4,KOR,69993,"Korea, Rep.",SGP,Singapore,2016,Import,5,30.0
Cladding tube,S4,KOR,69993,"Korea, Rep.",SGP,Singapore,2018,Import,5,19.341
Cladding tube,S4,KOR,69993,"Korea, Rep.",SGP,Singapore,2019,Import,5,46.097
Cladding tube,S4,KOR,69993,"Korea, Rep.",SGP,Singapore,2020,Import,5,61.648
Cladding tube,S4,KOR,69993,"Korea, Rep.",SGP,Singapore,2021,Import,5,39.231
Cladding tube,S4,KOR,69993,"Korea, Rep.",USA,United States,2015,Import,5,44519.076
Cladding tube,S4,KOR,69993,"Korea, Rep.",USA,United States,2016,Import,5,28749.554
Cladding tube,S4,KOR,69993,"Korea, Rep.",USA,United States,2017,Import,5,45514.368
Cladding tube,S4,KOR,69993,"Korea, Rep.",USA,United States,2018,Import,5,42983.178
Cladding tube,S4,KOR,69993,"Korea, Rep.",USA,United States,2019,Import,5,44248.474
Cladding tube,S4,KOR,69993,"Korea, Rep.",USA,United States,2020,Import,5,38039.556
Cladding tube,S4,KOR,69993,"Korea, Rep.",USA,United States,2021,Import,5,52957.734
Cladding tube,S4,KOR,69993,"Korea, Rep.",ZAR,"Congo, Dem. Rep.",2016,Import,5,0.014
Control rods,S4,KOR,28784,"Korea, Rep.",AUS,Australia,2015,Import,5,5558.779
Control rods,S4,KOR,28784,"Korea, Rep.",AUS,Australia,2016,Import,5,6198.225
Control rods,S4,KOR,28784,"Korea, Rep.",AUS,Australia,2017,Import,5,4552.681
Control rods,S4,KOR,28784,"Korea, Rep.",AUS,Australia,2018,Import,5,6116.962
Control rods,S4,KOR,28784,"Korea, Rep.",AUS,Australia,2019,Import,5,1700.537
Control rods,S4,KOR,28784,"Korea, Rep.",AUS,Australia,2020,Import,5,2960.907
Control rods,S4,KOR,28784,"Korea, Rep.",AUS,Australia,2021,Import,5,4050.316
Control rods,S4,KOR,28784,"Korea, Rep.",AUT,Austria,2015,Import,5,17.28
Control rods,S4,KOR,28784,"Korea, Rep.",AUT,Austria,2016,Import,5,34.56
Control rods,S4,KOR,28784,"Korea, Rep.",CHN,China,2015,Import,5,37.802
Control rods,S4,KOR,28784,"Korea, Rep.",CHN,China,2016,Import,5,25.701
Control rods,S4,KOR,28784,"Korea, Rep.",CHN,China,2017,Import,5,1.306
Control rods,S4,KOR,28784,"Korea, Rep.",CHN,China,2018,Import,5,1.712
Control rods,S4,KOR,28784,"Korea, Rep.",CHN,China,2019,Import,5,2.879
Control rods,S4,KOR,28784,"Korea, Rep.",CHN,China,2020,Import,5,16.309
Control rods,S4,KOR,28784,"Korea, Rep.",CHN,China,2021,Import,5,31.339
Control rods,S4,KOR,28784,"Korea, Rep.",GBR,United Kingdom,2015,Import,5,58.108
Control rods,S4,KOR,28784,"Korea, Rep.",GBR,United Kingdom,2016,Import,5,45.423
Control rods,S4,KOR,28784,"Korea, Rep.",GBR,United Kingdom,2017,Import,5,42.976
Control rods,S4,KOR,28784,"Korea, Rep.",GBR,United Kingdom,2018,Import,5,33.562
Control rods,S4,KOR,28784,"Korea, Rep.",GBR,United Kingdom,2019,Import,5,31.368
Control rods,S4,KOR,28784,"Korea, Rep.",GBR,United Kingdom,2020,Import,5,29.668
Control rods,S4,KOR,28784,"Korea, Rep.",GBR,United Kingdom,2021,Import,5,32.808
Control rods,S4,KOR,28784,"Korea, Rep.",HKG,"Hong Kong, China",2021,Import,5,0.7
Control rods,S4,KOR,28784,"Korea, Rep.",IDN,Indonesia,2016,Import,5,90.629
Control rods,S4,KOR,28784,"Korea, Rep.",IDN,Indonesia,2017,Import,5,9.152
Control rods,S4,KOR,28784,"Korea, Rep.",IDN,Indonesia,2018,Import,5,529.336
Control rods,S4,KOR,28784,"Korea, Rep.",IDN,Indonesia,2019,Import,5,1327.982
Control rods,S4,KOR,28784,"Korea, Rep.",IDN,Indonesia,2020,Import,5,612.286
Control rods,S4,KOR,28784,"Korea, Rep.",IDN,Indonesia,2021,Import,5,226.43
Control rods,S4,KOR,28784,"Korea, Rep.",IND,India,2016,Import,5,0.312
Control rods,S4,KOR,28784,"Korea, Rep.",IND,India,2018,Import,5,0.054
Control rods,S4,KOR,28784,"Korea, Rep.",IND,India,2019,Import,5,0.107
Control rods,S4,KOR,28784,"Korea, Rep.",JPN,Japan,2015,Import,5,0.648
Control rods,S4,KOR,28784,"Korea, Rep.",JPN,Japan,2016,Import,5,0.733
Control rods,S4,KOR,28784,"Korea, Rep.",JPN,Japan,2017,Import,5,1.816
Control rods,S4,KOR,28784,"Korea, Rep.",JPN,Japan,2018,Import,5,6.357
Control rods,S4,KOR,28784,"Korea, Rep.",JPN,Japan,2019,Import,5,3.865
Control rods,S4,KOR,28784,"Korea, Rep.",LKA,Sri Lanka,2018,Import,5,0.169
Control rods,S4,KOR,28784,"Korea, Rep.",MYS,Malaysia,2016,Import,5,0.161
Control rods,S4,KOR,28784,"Korea, Rep.",MYS,Malaysia,2020,Import,5,0.01
Control rods,S4,KOR,28784,"Korea, Rep.",NGA,Nigeria,2016,Import,5,0.022
Control rods,S4,KOR,28784,"Korea, Rep.",OAS,"Other Asia, nes",2015,Import,5,195.014
Control rods,S4,KOR,28784,"Korea, Rep.",OAS,"Other Asia, nes",2016,Import,5,48.305
Control rods,S4,KOR,28784,"Korea, Rep.",OAS,"Other Asia, nes",2018,Import,5,0.046
Control rods,S4,KOR,28784,"Korea, Rep.",OAS,"Other Asia, nes",2019,Import,5,0.964
Control rods,S4,KOR,28784,"Korea, Rep.",SEN,Senegal,2017,Import,5,20.585
Control rods,S4,KOR,28784,"Korea, Rep.",SEN,Senegal,2019,Import,5,29.019
Control rods,S4,KOR,28784,"Korea, Rep.",THA,Thailand,2021,Import,5,394.447
Control rods,S4,KOR,28784,"Korea, Rep.",UKR,Ukraine,2015,Import,5,220.725
Control rods,S4,KOR,28784,"Korea, Rep.",UKR,Ukraine,2016,Import,5,41.406
Control rods,S4,KOR,28784,"Korea, Rep.",UKR,Ukraine,2017,Import,5,62.185
Control rods,S4,KOR,28784,"Korea, Rep.",UKR,Ukraine,2018,Import,5,28.673
Control rods,S4,KOR,28784,"Korea, Rep.",UKR,Ukraine,2020,Import,5,0.051
Control rods,S4,KOR,28784,"Korea, Rep.",UKR,Ukraine,2021,Import,5,110.64
Control rods,S4,KOR,28784,"Korea, Rep.",USA,United States,2015,Import,5,41.703
Control rods,S4,KOR,28784,"Korea, Rep.",USA,United States,2016,Import,5,86.479
Control rods,S4,KOR,28784,"Korea, Rep.",USA,United States,2017,Import,5,83.055
Control rods,S4,KOR,28784,"Korea, Rep.",USA,United States,2018,Import,5,4.253
Control rods,S4,KOR,28784,"Korea, Rep.",USA,United States,2019,Import,5,32.701
Control rods,S4,KOR,28784,"Korea, Rep.",USA,United States,2020,Import,5,2.626
Control rods,S4,KOR,28784,"Korea, Rep.",USA,United States,2021,Import,5,23.035
Control rods,S4,KOR,28784,"Korea, Rep.",VNM,Vietnam,2015,Import,5,77.419
Control rods,S4,KOR,28784,"Korea, Rep.",VNM,Vietnam,2016,Import,5,254.686
Control rods,S4,KOR,28784,"Korea, Rep.",VNM,Vietnam,2017,Import,5,0.049
Control rods,S4,KOR,28784,"Korea, Rep.",VNM,Vietnam,2018,Import,5,1130.407
Control rods,S4,KOR,28784,"Korea, Rep.",VNM,Vietnam,2020,Import,5,0.053
Control rods,S4,KOR,28784,"Korea, Rep.",VNM,Vietnam,2021,Import,5,0.061
Control rods,S4,KOR,28784,"Korea, Rep.",ZAF,South Africa,2015,Import,5,2204.734
Control rods,S4,KOR,28784,"Korea, Rep.",ZAF,South Africa,2016,Import,5,3212.305
Control rods,S4,KOR,28784,"Korea, Rep.",ZAF,South Africa,2017,Import,5,6881.261
Control rods,S4,KOR,28784,"Korea, Rep.",ZAF,South Africa,2018,Import,5,10149.309
Control rods,S4,KOR,28784,"Korea, Rep.",ZAF,South Africa,2019,Import,5,7760.103
Control rods,S4,KOR,28784,"Korea, Rep.",ZAF,South Africa,2020,Import,5,3922.352
Control rods,S4,KOR,28784,"Korea, Rep.",ZAF,South Africa,2021,Import,5,4412.448
Control rods,S4,KOR,28825,"Korea, Rep.",BGD,Bangladesh,2019,Import,5,0.011
Control rods,S4,KOR,28825,"Korea, Rep.",BGD,Bangladesh,2020,Import,5,0.094
Control rods,S4,KOR,28825,"Korea, Rep.",CAN,Canada,2021,Import,5,38.39
Control rods,S4,KOR,28825,"Korea, Rep.",CHL,Chile,2021,Import,5,0.016
Control rods,S4,KOR,28825,"Korea, Rep.",CHN,China,2021,Import,5,0.609
Control rods,S4,KOR,28825,"Korea, Rep.",DZA,Algeria,2017,Import,5,0.012
Control rods,S4,KOR,28825,"Korea, Rep.",HKG,"Hong Kong, China",2015,Import,5,6.231
Control rods,S4,KOR,28825,"Korea, Rep.",HKG,"Hong Kong, China",2019,Import,5,38.698
Control rods,S4,KOR,28825,"Korea, Rep.",IDN,Indonesia,2017,Import,5,2.006
Control rods,S4,KOR,28825,"Korea, Rep.",IND,India,2018,Import,5,15.98
Control rods,S4,KOR,28825,"Korea, Rep.",MYS,Malaysia,2017,Import,5,1.363
Control rods,S4,KOR,28825,"Korea, Rep.",MYS,Malaysia,2021,Import,5,61.338
Control rods,S4,KOR,28825,"Korea, Rep.",NLD,Netherlands,2021,Import,5,103.676
Control rods,S4,KOR,28825,"Korea, Rep.",PHL,Philippines,2015,Import,5,35.927
Control rods,S4,KOR,28825,"Korea, Rep.",PHL,Philippines,2019,Import,5,387.201
Control rods,S4,KOR,28825,"Korea, Rep.",PHL,Philippines,2020,Import,5,46.072
Control rods,S4,KOR,28825,"Korea, Rep.",PHL,Philippines,2021,Import,5,17.054
Control rods,S4,KOR,28825,"Korea, Rep.",THA,Thailand,2015,Import,5,39.725
Control rods,S4,KOR,28825,"Korea, Rep.",THA,Thailand,2019,Import,5,13.564
Control rods,S4,KOR,28825,"Korea, Rep.",UNS,Unspecified,2019,Import,5,0.615
Control rods,S4,KOR,28825,"Korea, Rep.",UNS,Unspecified,2021,Import,5,0.675
Control rods,S4,KOR,28825,"Korea, Rep.",USA,United States,2017,Import,5,0.072
Control rods,S4,KOR,28825,"Korea, Rep.",USA,United States,2019,Import,5,89.145
Control rods,S4,KOR,28825,"Korea, Rep.",VNM,Vietnam,2015,Import,5,5.582
Control rods,S4,KOR,28825,"Korea, Rep.",VNM,Vietnam,2016,Import,5,224.734
Control rods,S4,KOR,28825,"Korea, Rep.",VNM,Vietnam,2017,Import,5,642.121
Control rods,S4,KOR,28825,"Korea, Rep.",VNM,Vietnam,2018,Import,5,866.162
Control rods,S4,KOR,28825,"Korea, Rep.",VNM,Vietnam,2019,Import,5,1366.831
Control rods,S4,KOR,28825,"Korea, Rep.",VNM,Vietnam,2020,Import,5,1218.8
Control rods,S4,KOR,28825,"Korea, Rep.",VNM,Vietnam,2021,Import,5,840.158
Control rods,S4,KOR,28825,"Korea, Rep.",YEM,Yemen,2017,Import,5,27.812
Control rods,S4,KOR,28825,"Korea, Rep.",YEM,Yemen,2019,Import,5,87.79
Control rods,S4,KOR,28825,"Korea, Rep.",ZAF,South Africa,2018,Import,5,0.023
Control rods,S4,KOR,28911,"Korea, Rep.",ARE,United Arab Emirates,2017,Import,5,845.792
Control rods,S4,KOR,28911,"Korea, Rep.",ARG,Argentina,2015,Import,5,55120.231
Control rods,S4,KOR,28911,"Korea, Rep.",ARG,Argentina,2016,Import,5,55806.146
Control rods,S4,KOR,28911,"Korea, Rep.",ARG,Argentina,2017,Import,5,55793.358
Control rods,S4,KOR,28911,"Korea, Rep.",ARG,Argentina,2018,Import,5,53058.979
Control rods,S4,KOR,28911,"Korea, Rep.",ARG,Argentina,2019,Import,5,83003.942
Control rods,S4,KOR,28911,"Korea, Rep.",ARG,Argentina,2020,Import,5,117212.135
Control rods,S4,KOR,28911,"Korea, Rep.",ARG,Argentina,2021,Import,5,110887.02
Control rods,S4,KOR,28911,"Korea, Rep.",BOL,Bolivia,2015,Import,5,3552.937
Control rods,S4,KOR,28911,"Korea, Rep.",BOL,Bolivia,2016,Import,5,2759.863
Control rods,S4,KOR,28911,"Korea, Rep.",BOL,Bolivia,2017,Import,5,5459.739
Control rods,S4,KOR,28911,"Korea, Rep.",BOL,Bolivia,2018,Import,5,6136.645
Control rods,S4,KOR,28911,"Korea, Rep.",BOL,Bolivia,2019,Import,5,18081.083
Control rods,S4,KOR,28911,"Korea, Rep.",BOL,Bolivia,2020,Import,5,6059.925
Control rods,S4,KOR,28911,"Korea, Rep.",BOL,Bolivia,2021,Import,5,955.434
Control rods,S4,KOR,28911,"Korea, Rep.",BRA,Brazil,2015,Import,5,8991.381
Control rods,S4,KOR,28911,"Korea, Rep.",BRA,Brazil,2016,Import,5,20584.941
Control rods,S4,KOR,28911,"Korea, Rep.",BRA,Brazil,2017,Import,5,5232.042
Control rods,S4,KOR,28911,"Korea, Rep.",BRA,Brazil,2018,Import,5,3616.166
Control rods,S4,KOR,28911,"Korea, Rep.",BRA,Brazil,2019,Import,5,3044.966
Control rods,S4,KOR,28911,"Korea, Rep.",BRA,Brazil,2020,Import,5,1252.429
Control rods,S4,KOR,28911,"Korea, Rep.",BRA,Brazil,2021,Import,5,3240.705
Control rods,S4,KOR,28911,"Korea, Rep.",CAN,Canada,2017,Import,5,56.024
Control rods,S4,KOR,28911,"Korea, Rep.",CHE,Switzerland,2018,Import,5,2922.544
Control rods,S4,KOR,28911,"Korea, Rep.",CHL,Chile,2015,Import,5,48336.976
Control rods,S4,KOR,28911,"Korea, Rep.",CHL,Chile,2016,Import,5,25532.818
Control rods,S4,KOR,28911,"Korea, Rep.",CHL,Chile,2017,Import,5,17018.501
Control rods,S4,KOR,28911,"Korea, Rep.",CHN,China,2015,Import,5,0.011
Control rods,S4,KOR,28911,"Korea, Rep.",CHN,China,2018,Import,5,0.017
Control rods,S4,KOR,28911,"Korea, Rep.",CHN,China,2020,Import,5,0.028
Control rods,S4,KOR,28911,"Korea, Rep.",ESP,Spain,2015,Import,5,0.005
Control rods,S4,KOR,28911,"Korea, Rep.",ESP,Spain,2016,Import,5,2.996
Control rods,S4,KOR,28911,"Korea, Rep.",ESP,Spain,2017,Import,5,3.08
Control rods,S4,KOR,28911,"Korea, Rep.",ESP,Spain,2018,Import,5,3.059
Control rods,S4,KOR,28911,"Korea, Rep.",ESP,Spain,2019,Import,5,5.823
Control rods,S4,KOR,28911,"Korea, Rep.",ESP,Spain,2021,Import,5,3.184
Control rods,S4,KOR,28911,"Korea, Rep.",GBR,United Kingdom,2018,Import,5,0.011
Control rods,S4,KOR,28911,"Korea, Rep.",IND,India,2016,Import,5,61.335
Control rods,S4,KOR,28911,"Korea, Rep.",JPN,Japan,2017,Import,5,1.011
